,db_100,db_101,db_102,db_103
2486,2.0,0.0,2.0,0.0
2487,2.0,1.0,1.0,1.0
2488,3.0,1.0,0.0,1.0
2489,2.0,0.0,0.0,2.0
2490,2.0,2.0,0.0,1.0
2491,2.0,3.0,0.0,1.0
2492,2.0,3.0,0.0,1.0
2493,2.0,3.0,0.0,1.0
2494,3.0,3.0,0.0,1.0
2495,4.0,3.0,0.0,1.0
2496,4.0,4.0,0.0,1.0
2497,4.0,4.0,0.0,1.0
2498,4.0,4.0,0.0,2.0
2499,4.0,4.0,0.0,2.0
2500,4.0,4.0,0.0,2.0
2501,4.0,4.0,0.0,2.0
2502,4.0,4.0,0.0,2.0
2503,2.0,4.0,0.0,1.0
2504,2.0,2.0,0.0,2.0
2505,2.0,3.0,0.0,2.0
2506,2.0,3.0,0.0,3.0
2507,3.0,3.0,0.0,2.0
2508,1.0,3.0,0.0,2.0
2509,0.0,3.0,0.0,1.0
2510,1.0,3.0,0.0,0.0
2511,1.0,2.0,0.0,0.0
2512,0.0,0.0,0.0,0.0
2513,0.0,0.0,0.0,0.0
2514,0.0,1.0,1.0,0.0
2515,0.0,1.0,1.0,0.0
2516,0.0,1.0,1.0,0.0
2517,0.0,1.0,1.0,0.0
2518,0.0,2.0,1.0,0.0
2519,0.0,2.0,1.0,0.0
2520,0.0,2.0,1.0,0.0
2521,0.0,2.0,1.0,0.0
2522,0.0,2.0,1.0,0.0
2523,0.0,2.0,1.0,1.0
2524,0.0,2.0,2.0,1.0
2525,0.0,4.0,2.0,1.0
2526,0.0,5.0,2.0,1.0
2527,0.0,5.0,1.0,2.0
2528,0.0,4.0,1.0,2.0
2529,0.0,4.0,1.0,2.0
2530,1.0,4.0,2.0,1.0
2531,1.0,3.0,2.0,1.0
2532,1.0,3.0,1.0,0.0
2533,2.0,4.0,2.0,0.0
2534,3.0,4.0,2.0,0.0
2535,2.0,2.0,2.0,0.0
2536,1.0,3.0,1.0,1.0
2537,1.0,2.0,1.0,1.0
2538,1.0,2.0,1.0,0.0
2539,2.0,2.0,1.0,0.0
2540,3.0,2.0,1.0,0.0
2541,3.0,2.0,1.0,0.0
2542,3.0,2.0,1.0,0.0
2543,3.0,2.0,1.0,0.0
2544,3.0,3.0,1.0,1.0
2545,3.0,3.0,1.0,1.0
2546,3.0,3.0,1.0,1.0
2547,4.0,3.0,1.0,1.0
2548,4.0,3.0,1.0,1.0
2549,4.0,3.0,2.0,1.0
2550,5.0,4.0,2.0,1.0
2551,4.0,3.0,1.0,1.0
2552,2.0,3.0,1.0,1.0
2553,2.0,3.0,1.0,1.0
2554,2.0,2.0,1.0,1.0
2555,2.0,2.0,1.0,0.0
2556,3.0,1.0,2.0,0.0
2557,3.0,1.0,3.0,0.0
2558,3.0,1.0,3.0,0.0
2559,4.0,1.0,2.0,0.0
2560,3.0,1.0,1.0,0.0
2561,2.0,1.0,1.0,1.0
2562,1.0,1.0,0.0,1.0
2563,3.0,2.0,0.0,1.0
2564,3.0,2.0,0.0,1.0
2565,3.0,2.0,0.0,2.0
2566,4.0,3.0,1.0,2.0
2567,4.0,4.0,1.0,2.0
2568,4.0,4.0,1.0,2.0
2569,4.0,4.0,1.0,2.0
2570,4.0,4.0,1.0,2.0
2571,4.0,4.0,1.0,2.0
2572,4.0,5.0,1.0,3.0
2573,4.0,5.0,1.0,3.0
2574,4.0,5.0,1.0,3.0
2575,4.0,4.0,1.0,3.0
2576,2.0,3.0,1.0,1.0
2577,4.0,3.0,1.0,1.0
2578,3.0,3.0,0.0,1.0
2579,3.0,2.0,0.0,1.0
2580,2.0,2.0,0.0,0.0
2581,0.0,1.0,0.0,0.0
2582,0.0,1.0,0.0,0.0
2583,0.0,1.0,0.0,0.0
2584,1.0,0.0,1.0,1.0
2585,1.0,0.0,1.0,1.0
2586,1.0,0.0,1.0,1.0
2587,1.0,1.0,1.0,1.0
2588,1.0,1.0,1.0,1.0
2589,2.0,1.0,1.0,1.0
2590,2.0,1.0,1.0,1.0
2591,2.0,1.0,1.0,1.0
2592,3.0,1.0,1.0,1.0
2593,3.0,1.0,1.0,1.0
2594,3.0,1.0,1.0,1.0
2595,3.0,1.0,1.0,2.0
2596,3.0,1.0,1.0,3.0
2597,3.0,1.0,1.0,3.0
2598,3.0,1.0,1.0,3.0
2599,2.0,1.0,1.0,2.0
2600,2.0,1.0,1.0,3.0
2601,2.0,0.0,1.0,3.0
2602,2.0,1.0,1.0,2.0
2603,2.0,1.0,0.0,2.0
2604,1.0,1.0,0.0,1.0
2605,0.0,0.0,0.0,1.0
2606,0.0,0.0,1.0,0.0
2607,0.0,1.0,1.0,0.0
2608,1.0,2.0,1.0,0.0
2609,1.0,2.0,0.0,0.0
2610,0.0,1.0,0.0,0.0
2611,0.0,1.0,1.0,1.0
2612,0.0,2.0,1.0,2.0
2613,0.0,3.0,2.0,2.0
2614,1.0,4.0,2.0,5.0
2615,2.0,4.0,2.0,5.0
2616,2.0,4.0,2.0,6.0
2617,2.0,4.0,2.0,6.0
2618,2.0,4.0,3.0,6.0
2619,2.0,5.0,4.0,6.0
2620,2.0,5.0,4.0,6.0
2621,2.0,5.0,4.0,6.0
2622,2.0,5.0,4.0,7.0
2623,2.0,2.0,3.0,5.0
2624,2.0,2.0,3.0,4.0
2625,1.0,3.0,4.0,2.0
2626,0.0,3.0,4.0,2.0
2627,0.0,3.0,3.0,2.0
2628,0.0,2.0,3.0,2.0
2629,0.0,3.0,3.0,2.0
2630,0.0,3.0,2.0,2.0
2631,0.0,3.0,1.0,3.0
2632,0.0,2.0,1.0,2.0
2633,0.0,0.0,1.0,2.0
2634,0.0,0.0,0.0,1.0
2635,0.0,0.0,0.0,1.0
2636,0.0,1.0,0.0,2.0
2637,0.0,1.0,1.0,2.0
2638,0.0,1.0,1.0,2.0
2639,0.0,1.0,1.0,2.0
2640,0.0,1.0,1.0,2.0
2641,0.0,1.0,1.0,2.0
2642,0.0,1.0,2.0,3.0
2643,0.0,1.0,2.0,3.0
2644,1.0,1.0,3.0,4.0
2645,1.0,1.0,3.0,5.0
2646,1.0,1.0,3.0,5.0
2647,1.0,0.0,3.0,4.0
2648,1.0,0.0,3.0,3.0
2649,1.0,0.0,2.0,3.0
2650,1.0,2.0,2.0,4.0
2651,2.0,2.0,2.0,5.0
2652,2.0,1.0,1.0,4.0
2653,3.0,0.0,0.0,4.0
2654,3.0,0.0,0.0,4.0
2655,2.0,1.0,0.0,4.0
2656,0.0,2.0,0.0,2.0
2657,0.0,2.0,0.0,0.0
2658,0.0,2.0,1.0,0.0
2659,0.0,3.0,1.0,0.0
2660,0.0,3.0,1.0,0.0
2661,0.0,3.0,2.0,0.0
2662,0.0,3.0,2.0,0.0
2663,0.0,3.0,3.0,0.0
2664,1.0,3.0,3.0,0.0
2665,2.0,3.0,3.0,0.0
2666,3.0,3.0,3.0,0.0
2667,4.0,3.0,3.0,1.0
2668,4.0,3.0,3.0,1.0
2669,4.0,3.0,3.0,1.0
2670,4.0,4.0,3.0,1.0
2671,4.0,2.0,4.0,1.0
2672,4.0,3.0,3.0,1.0
2673,4.0,4.0,3.0,2.0
2674,5.0,3.0,2.0,2.0
2675,4.0,3.0,1.0,1.0
2676,4.0,2.0,1.0,1.0
2677,4.0,1.0,0.0,2.0
2678,1.0,1.0,0.0,2.0
2679,0.0,0.0,0.0,1.0
2680,0.0,0.0,0.0,1.0
2681,0.0,0.0,1.0,1.0
2682,0.0,1.0,1.0,0.0
2683,1.0,1.0,2.0,0.0
2684,1.0,1.0,2.0,0.0
2685,1.0,1.0,2.0,0.0
2686,1.0,1.0,2.0,0.0
2687,1.0,2.0,2.0,0.0
2688,1.0,2.0,2.0,0.0
2689,1.0,2.0,2.0,0.0
2690,1.0,2.0,2.0,0.0
2691,1.0,2.0,3.0,0.0
2692,1.0,2.0,3.0,1.0
2693,1.0,2.0,3.0,1.0
2694,1.0,2.0,3.0,1.0
2695,0.0,1.0,1.0,1.0
2696,0.0,0.0,1.0,0.0
2697,1.0,1.0,1.0,0.0
2698,1.0,1.0,1.0,0.0
2699,1.0,0.0,1.0,0.0
2700,1.0,0.0,1.0,0.0
2701,1.0,0.0,0.0,0.0
2702,0.0,0.0,1.0,1.0
2703,0.0,0.0,2.0,1.0
2704,0.0,0.0,1.0,0.0
2705,0.0,0.0,0.0,0.0
2706,0.0,0.0,0.0,1.0
2707,1.0,0.0,0.0,1.0
2708,1.0,0.0,0.0,2.0
2709,1.0,0.0,0.0,2.0
2710,1.0,0.0,0.0,2.0
2711,1.0,0.0,0.0,3.0
2712,1.0,0.0,0.0,3.0
2713,1.0,0.0,0.0,4.0
2714,1.0,0.0,0.0,5.0
2715,1.0,0.0,1.0,5.0
2716,2.0,0.0,1.0,5.0
2717,2.0,0.0,1.0,5.0
2718,2.0,0.0,1.0,7.0
2719,4.0,0.0,1.0,6.0
2720,3.0,0.0,2.0,6.0
2721,2.0,0.0,2.0,5.0
2722,1.0,0.0,1.0,5.0
2723,2.0,0.0,1.0,4.0
2724,2.0,0.0,1.0,3.0
2725,1.0,2.0,1.0,3.0
2726,1.0,2.0,2.0,2.0
2727,1.0,0.0,2.0,2.0
2728,1.0,0.0,0.0,1.0
2729,0.0,1.0,0.0,0.0
2730,1.0,1.0,0.0,0.0
2731,1.0,1.0,0.0,0.0
2732,1.0,1.0,0.0,0.0
2733,1.0,1.0,0.0,0.0
2734,1.0,2.0,0.0,1.0
2735,1.0,3.0,0.0,2.0
2736,1.0,3.0,0.0,3.0
2737,1.0,3.0,0.0,3.0
2738,1.0,3.0,0.0,3.0
2739,1.0,4.0,2.0,3.0
2740,2.0,4.0,3.0,3.0
2741,2.0,4.0,3.0,3.0
2742,2.0,4.0,3.0,3.0
2743,1.0,3.0,3.0,1.0
2744,1.0,4.0,3.0,1.0
2745,1.0,3.0,3.0,1.0
2746,0.0,2.0,3.0,0.0
2747,0.0,1.0,4.0,0.0
2748,0.0,1.0,5.0,0.0
2749,0.0,2.0,5.0,1.0
2750,0.0,3.0,5.0,2.0
2751,0.0,4.0,2.0,1.0
2752,1.0,3.0,2.0,0.0
2753,1.0,3.0,0.0,0.0
2754,0.0,1.0,0.0,1.0
2755,0.0,2.0,0.0,1.0
2756,0.0,3.0,0.0,1.0
2757,1.0,3.0,0.0,1.0
2758,2.0,3.0,0.0,1.0
2759,2.0,3.0,1.0,1.0
2760,2.0,3.0,1.0,1.0
2761,3.0,3.0,3.0,1.0
2762,3.0,3.0,3.0,1.0
2763,3.0,3.0,3.0,1.0
2764,3.0,3.0,3.0,1.0
2765,3.0,3.0,3.0,1.0
2766,3.0,3.0,3.0,2.0
2767,3.0,2.0,3.0,2.0
2768,3.0,2.0,2.0,2.0
2769,3.0,2.0,2.0,2.0
2770,3.0,2.0,2.0,2.0
2771,3.0,2.0,2.0,3.0
2772,2.0,2.0,0.0,2.0
2773,2.0,1.0,0.0,2.0
2774,2.0,2.0,0.0,2.0
2775,1.0,2.0,0.0,2.0
2776,0.0,0.0,0.0,2.0
2777,0.0,0.0,0.0,3.0
2778,0.0,0.0,0.0,3.0
2779,0.0,0.0,0.0,3.0
2780,0.0,1.0,0.0,3.0
2781,1.0,2.0,0.0,3.0
2782,1.0,2.0,1.0,3.0
2783,1.0,2.0,1.0,3.0
2784,1.0,2.0,1.0,3.0
2785,1.0,2.0,1.0,3.0
2786,1.0,2.0,1.0,3.0
2787,2.0,2.0,1.0,3.0
2788,3.0,2.0,1.0,3.0
2789,3.0,2.0,2.0,3.0
2790,3.0,2.0,2.0,3.0
2791,3.0,1.0,3.0,2.0
2792,3.0,1.0,2.0,1.0
2793,3.0,0.0,2.0,0.0
2794,4.0,0.0,1.0,0.0
2795,4.0,0.0,1.0,0.0
2796,3.0,1.0,1.0,0.0
2797,2.0,1.0,1.0,0.0
2798,2.0,1.0,1.0,0.0
2799,2.0,0.0,1.0,0.0
2800,3.0,0.0,1.0,0.0
2801,2.0,1.0,1.0,0.0
2802,2.0,1.0,1.0,0.0
2803,3.0,1.0,1.0,0.0
2804,4.0,1.0,1.0,0.0
2805,4.0,1.0,1.0,0.0
2806,4.0,1.0,1.0,1.0
2807,4.0,2.0,1.0,2.0
2808,4.0,2.0,2.0,3.0
2809,4.0,2.0,2.0,3.0
2810,4.0,3.0,2.0,3.0
2811,5.0,3.0,2.0,5.0
2812,5.0,3.0,2.0,5.0
2813,6.0,3.0,2.0,5.0
2814,6.0,3.0,2.0,5.0
2815,4.0,2.0,1.0,5.0
2816,2.0,2.0,1.0,5.0
2817,2.0,1.0,1.0,5.0
2818,3.0,1.0,1.0,6.0
2819,4.0,1.0,1.0,6.0
2820,5.0,0.0,1.0,7.0
2821,4.0,0.0,1.0,6.0
2822,2.0,0.0,1.0,6.0
2823,1.0,1.0,1.0,6.0
2824,1.0,1.0,0.0,6.0
2825,0.0,1.0,0.0,5.0
2826,0.0,0.0,1.0,4.0
2827,1.0,0.0,1.0,6.0
2828,1.0,0.0,1.0,6.0
2829,1.0,0.0,1.0,6.0
2830,1.0,0.0,1.0,8.0
2831,1.0,0.0,1.0,8.0
2832,1.0,0.0,1.0,8.0
2833,1.0,0.0,1.0,8.0
2834,1.0,0.0,1.0,9.0
2835,1.0,0.0,2.0,9.0
2836,1.0,0.0,2.0,10.0
2837,1.0,0.0,2.0,10.0
2838,1.0,0.0,2.0,10.0
2839,1.0,0.0,1.0,9.0
2840,2.0,0.0,1.0,7.0
2841,2.0,0.0,1.0,9.0
2842,0.0,0.0,1.0,9.0
2843,0.0,0.0,1.0,8.0
2844,0.0,0.0,0.0,9.0
2845,0.0,0.0,0.0,8.0
2846,0.0,0.0,0.0,6.0
2847,0.0,0.0,0.0,5.0
2848,0.0,0.0,1.0,4.0
2849,0.0,0.0,1.0,3.0
2850,0.0,0.0,1.0,3.0
2851,0.0,0.0,1.0,3.0
2852,0.0,0.0,1.0,3.0
2853,0.0,0.0,1.0,3.0
2854,0.0,1.0,1.0,3.0
2855,1.0,1.0,1.0,3.0
2856,1.0,1.0,1.0,3.0
2857,2.0,1.0,1.0,3.0
2858,3.0,1.0,1.0,4.0
2859,4.0,1.0,1.0,4.0
2860,4.0,1.0,1.0,4.0
2861,4.0,1.0,1.0,4.0
2862,4.0,1.0,1.0,4.0
2863,3.0,0.0,0.0,3.0
2864,3.0,0.0,0.0,3.0
2865,4.0,0.0,0.0,3.0
2866,4.0,0.0,0.0,3.0
2867,4.0,0.0,0.0,4.0
2868,3.0,0.0,0.0,4.0
2869,2.0,0.0,0.0,4.0
2870,1.0,0.0,0.0,4.0
2871,1.0,1.0,0.0,4.0
2872,1.0,2.0,0.0,3.0
2873,3.0,2.0,0.0,2.0
2874,2.0,1.0,0.0,2.0
2875,2.0,1.0,0.0,4.0
2876,2.0,1.0,0.0,4.0
2877,3.0,1.0,0.0,4.0
2878,3.0,2.0,0.0,5.0
2879,3.0,2.0,1.0,6.0
2880,3.0,2.0,1.0,6.0
2881,3.0,2.0,1.0,6.0
2882,3.0,2.0,1.0,6.0
2883,3.0,2.0,2.0,7.0
2884,3.0,2.0,2.0,8.0
2885,3.0,2.0,2.0,8.0
2886,3.0,2.0,2.0,8.0
2887,2.0,1.0,1.0,7.0
2888,1.0,1.0,2.0,5.0
2889,1.0,1.0,2.0,4.0
2890,0.0,0.0,3.0,5.0
2891,0.0,0.0,2.0,5.0
2892,0.0,1.0,2.0,6.0
2893,1.0,2.0,1.0,5.0
2894,2.0,2.0,1.0,5.0
2895,2.0,1.0,0.0,4.0
2896,0.0,1.0,1.0,3.0
2897,1.0,0.0,2.0,2.0
2898,2.0,0.0,2.0,0.0
2899,2.0,1.0,2.0,0.0
2900,3.0,1.0,2.0,0.0
2901,3.0,1.0,3.0,1.0
2902,3.0,1.0,3.0,1.0
2903,4.0,1.0,3.0,2.0
2904,4.0,1.0,3.0,3.0
2905,4.0,1.0,3.0,3.0
2906,4.0,1.0,3.0,3.0
2907,5.0,1.0,3.0,3.0
2908,6.0,1.0,3.0,3.0
2909,6.0,1.0,3.0,3.0
2910,6.0,1.0,3.0,3.0
2911,3.0,1.0,1.0,2.0
2912,3.0,0.0,0.0,1.0
2913,3.0,0.0,1.0,1.0
2914,2.0,0.0,1.0,0.0
2915,3.0,0.0,1.0,0.0
2916,4.0,0.0,0.0,0.0
2917,3.0,0.0,0.0,0.0
2918,2.0,0.0,0.0,0.0
2919,0.0,1.0,0.0,0.0
2920,0.0,1.0,0.0,0.0
2921,0.0,1.0,0.0,0.0
2922,0.0,0.0,0.0,0.0
2923,0.0,0.0,0.0,0.0
2924,0.0,0.0,0.0,0.0
2925,0.0,0.0,0.0,0.0
2926,0.0,0.0,0.0,0.0
2927,0.0,0.0,0.0,1.0
2928,1.0,1.0,0.0,2.0
2929,1.0,2.0,0.0,2.0
2930,1.0,2.0,0.0,2.0
2931,1.0,2.0,0.0,2.0
2932,1.0,2.0,0.0,2.0
2933,2.0,2.0,1.0,2.0
2934,4.0,2.0,1.0,2.0
2935,3.0,2.0,1.0,2.0
2936,3.0,2.0,2.0,2.0
2937,4.0,2.0,2.0,1.0
2938,4.0,2.0,3.0,1.0
2939,4.0,1.0,3.0,0.0
2940,4.0,1.0,3.0,0.0
2941,5.0,0.0,2.0,1.0
2942,4.0,0.0,1.0,1.0
2943,3.0,0.0,0.0,0.0
2944,2.0,0.0,1.0,0.0
2945,1.0,0.0,1.0,0.0
2946,0.0,0.0,0.0,1.0
2947,0.0,0.0,1.0,1.0
2948,0.0,0.0,1.0,1.0
2949,0.0,1.0,1.0,1.0
2950,0.0,1.0,1.0,1.0
2951,0.0,1.0,2.0,1.0
2952,0.0,1.0,2.0,1.0
2953,0.0,2.0,3.0,1.0
2954,0.0,3.0,3.0,1.0
2955,0.0,3.0,3.0,1.0
2956,0.0,3.0,3.0,1.0
2957,0.0,3.0,3.0,1.0
2958,2.0,3.0,3.0,1.0
2959,2.0,3.0,1.0,0.0
2960,3.0,3.0,1.0,0.0
2961,3.0,2.0,1.0,0.0
2962,3.0,1.0,1.0,0.0
2963,3.0,0.0,0.0,0.0
2964,2.0,0.0,0.0,0.0
2965,3.0,0.0,0.0,1.0
2966,3.0,0.0,0.0,1.0
2967,2.0,0.0,0.0,1.0
2968,0.0,0.0,0.0,2.0
2969,0.0,1.0,0.0,2.0
2970,0.0,1.0,0.0,0.0
2971,0.0,3.0,0.0,0.0
2972,0.0,3.0,0.0,0.0
2973,0.0,3.0,0.0,1.0
2974,0.0,3.0,0.0,1.0
2975,0.0,3.0,0.0,1.0
2976,1.0,4.0,0.0,2.0
2977,1.0,4.0,0.0,2.0
2978,2.0,4.0,0.0,2.0
2979,3.0,4.0,0.0,2.0
2980,3.0,4.0,0.0,2.0
2981,4.0,4.0,0.0,2.0
2982,4.0,4.0,0.0,2.0
2983,4.0,2.0,0.0,1.0
2984,4.0,1.0,1.0,2.0
2985,4.0,1.0,1.0,2.0
2986,4.0,1.0,1.0,2.0
2987,4.0,1.0,1.0,1.0
2988,4.0,1.0,0.0,1.0
2989,2.0,0.0,0.0,2.0
2990,1.0,0.0,0.0,2.0
2991,1.0,0.0,0.0,3.0
2992,0.0,2.0,0.0,2.0
2993,0.0,2.0,0.0,2.0
2994,0.0,3.0,0.0,1.0
2995,0.0,3.0,0.0,1.0
2996,0.0,4.0,0.0,1.0
2997,0.0,4.0,1.0,1.0
2998,0.0,4.0,1.0,1.0
2999,0.0,4.0,1.0,1.0
3000,0.0,4.0,1.0,2.0
3001,0.0,4.0,1.0,2.0
3002,0.0,4.0,1.0,2.0
3003,0.0,5.0,1.0,3.0
3004,0.0,5.0,1.0,3.0
3005,0.0,5.0,1.0,3.0
3006,0.0,6.0,2.0,3.0
3007,0.0,3.0,1.0,3.0
3008,0.0,2.0,1.0,4.0
3009,0.0,2.0,1.0,3.0
3010,0.0,2.0,1.0,2.0
3011,0.0,4.0,1.0,1.0
3012,0.0,4.0,1.0,1.0
3013,0.0,3.0,2.0,1.0
3014,0.0,2.0,2.0,1.0
3015,0.0,1.0,3.0,0.0
3016,0.0,1.0,3.0,0.0
3017,0.0,1.0,4.0,0.0
3018,0.0,1.0,1.0,0.0
3019,0.0,1.0,1.0,0.0
3020,0.0,1.0,1.0,0.0
3021,0.0,1.0,1.0,0.0
3022,1.0,1.0,2.0,0.0
3023,1.0,1.0,2.0,0.0
3024,1.0,2.0,2.0,0.0
3025,1.0,2.0,2.0,1.0
3026,2.0,2.0,4.0,2.0
3027,2.0,3.0,4.0,2.0
3028,2.0,3.0,4.0,2.0
3029,2.0,3.0,5.0,2.0
3030,2.0,3.0,5.0,2.0
3031,2.0,2.0,4.0,2.0
3032,1.0,2.0,4.0,2.0
3033,1.0,3.0,4.0,2.0
3034,3.0,3.0,4.0,1.0
3035,2.0,3.0,4.0,1.0
3036,1.0,3.0,4.0,0.0
3037,1.0,1.0,4.0,1.0
3038,2.0,0.0,4.0,1.0
3039,2.0,0.0,3.0,1.0
3040,1.0,0.0,5.0,1.0
3041,1.0,0.0,5.0,0.0
3042,1.0,0.0,3.0,0.0
3043,1.0,0.0,3.0,0.0
3044,1.0,0.0,3.0,0.0
3045,1.0,0.0,3.0,0.0
3046,1.0,0.0,3.0,0.0
3047,2.0,0.0,3.0,0.0
3048,3.0,0.0,3.0,1.0
3049,3.0,0.0,3.0,1.0
3050,3.0,0.0,3.0,1.0
3051,3.0,1.0,4.0,1.0
3052,3.0,1.0,4.0,3.0
3053,3.0,1.0,4.0,3.0
3054,3.0,1.0,4.0,3.0
3055,1.0,1.0,2.0,3.0
3056,0.0,1.0,2.0,3.0
3057,0.0,1.0,1.0,3.0
3058,0.0,1.0,1.0,4.0
3059,0.0,1.0,1.0,4.0
3060,0.0,1.0,1.0,4.0
3061,0.0,1.0,2.0,3.0
3062,0.0,1.0,1.0,4.0
3063,1.0,1.0,2.0,3.0
3064,1.0,1.0,1.0,1.0
3065,0.0,1.0,1.0,0.0
3066,1.0,1.0,1.0,0.0
3067,1.0,1.0,2.0,0.0
3068,1.0,1.0,2.0,0.0
3069,1.0,1.0,2.0,0.0
3070,1.0,1.0,2.0,0.0
3071,1.0,1.0,3.0,0.0
3072,1.0,1.0,3.0,1.0
3073,1.0,1.0,3.0,1.0
3074,1.0,1.0,3.0,2.0
3075,2.0,1.0,3.0,2.0
3076,2.0,2.0,3.0,3.0
3077,2.0,2.0,3.0,4.0
3078,2.0,3.0,4.0,4.0
3079,1.0,2.0,2.0,4.0
3080,1.0,2.0,2.0,3.0
3081,1.0,2.0,1.0,3.0
3082,1.0,2.0,1.0,3.0
3083,3.0,3.0,1.0,3.0
3084,3.0,3.0,1.0,2.0
3085,3.0,4.0,1.0,1.0
3086,2.0,3.0,2.0,1.0
3087,0.0,4.0,2.0,1.0
3088,1.0,3.0,2.0,1.0
3089,1.0,2.0,0.0,0.0
3090,2.0,0.0,0.0,0.0
3091,2.0,0.0,1.0,0.0
3092,2.0,1.0,1.0,0.0
3093,3.0,1.0,1.0,0.0
3094,4.0,2.0,1.0,0.0
3095,4.0,2.0,1.0,0.0
